place,year,name,gender,count
LA,1964,Melisa,F,8
NM,2004,Max,M,12
USA,2011,Kalayah,F,26
MO,1936,Laurence,M,8
NC,2010,Hayleigh,F,27
VA,1925,Perry,M,11
GA,1929,Luella,F,15
CA,1965,Barney,M,12
USA,1925,Rolfe,M,12
NC,2006,Saniya,F,33
FL,1988,Barry,M,23
FL,2012,Kiyan,M,14
MN,1946,Billy,M,7
NC,1945,Gaynell,F,8
USA,1929,Marvis,F,19
NC,2008,Kolton,M,7
WI,1980,Annette,F,20
USA,2010,Rick,M,108
OR,2014,Aviana,F,6
USA,1953,Leonette,F,5
USA,1967,Corrina,F,94
USA,1970,Loralee,F,26
OK,1963,Clarence,M,19
WA,2006,Johnny,M,30
USA,1993,Hakop,M,6
USA,1970,Marquel,F,7
NY,2011,Kaley,F,15
TN,1975,Clara,F,7
LA,2016,Monica,F,5
AL,1968,Jimmy,M,195
SC,1943,Cornell,M,8
NV,1949,Lynn,F,8
NC,1960,Ivey,F,7
USA,1987,Katerine,F,12
USA,1979,Santita,F,6
MI,1988,Carlton,M,15
RI,2015,Eden,F,5
PA,1914,Marco,M,5
IL,2003,Giovani,M,13
CO,1918,Lyle,M,13
USA,1983,Johnson,M,85
MO,1929,Elda,F,8
USA,1942,Glendia,F,8
MI,1993,Jamari,M,5
GA,1918,Jerry,F,7
WY,2005,Avery,M,6
MA,1985,Elana,F,8
AR,1977,Justin,M,166
USA,1973,Donata,F,7
USA,1973,Willilam,M,6
USA,1943,Loria,F,5
USA,2016,Ellaina,F,30
OH,1957,Sheri,F,76
USA,2005,Onesty,F,5
MA,2017,Sylvia,F,15
USA,2008,Abhimanyu,M,11
IL,1954,Kathryn,F,480
NJ,2012,Yamileth,F,11
KY,1957,Sondra,F,10
TN,1966,Priscilla,F,21
KY,2012,Laken,F,11
NM,1974,Bobbi,F,5
USA,1969,Gloria,F,2167
SC,2015,Esther,F,10
UT,2007,Deacon,M,11
OR,1989,Jennifer,F,241
TX,1932,Eric,M,5
FL,2005,Jamaria,F,14
USA,1991,Jaynell,F,5
USA,1994,Edvin,M,14
OR,1989,Shantel,F,6
MO,2005,Jeffrey,M,50
UT,2012,Valentina,F,5
USA,1904,Gaetano,M,6
IA,1999,Damion,M,5
VA,1974,Lynnette,F,8
OR,2008,Douglas,M,10
SD,1999,Donovan,M,5
MA,1910,Russell,M,15
CO,1975,Charlene,F,17
USA,1996,Riddhi,F,9
OK,1927,Blanche,F,34
RI,1953,Noreen,F,5
NY,1986,Lisette,F,18
OK,2018,Laylah,F,5
AR,1937,Deborah,F,5
VA,1930,Gaynell,F,7
USA,1972,Arlie,M,22
USA,1996,Victorian,F,8
NJ,2003,Jahiem,M,12
ID,1942,Diana,F,15
VA,1931,Edythe,F,8
TX,1980,Thea,F,7
PA,1947,Clara,F,81
MD,1975,Daniel,M,347
NY,1996,Carolina,F,71
OR,1954,Perry,M,9
NJ,1956,Patricia,F,1764
IA,2012,Kendra,F,15
USA,2012,Lisa,F,397
FL,1995,Leila,F,10
USA,1982,Denice,F,75
NY,1987,Rena,F,20
LA,1927,Maurine,F,5
TN,1936,Henrietta,F,22
CA,1985,Catalina,F,60
MN,1956,Murray,M,9
OK,2010,Sawyer,M,31
NV,1998,Lacey,F,10
UT,1918,Willis,M,8
AZ,2015,Rodrigo,M,26
ID,1985,Cynthia,F,15
PR,2015,Dario,M,5
KS,2002,Coleman,M,5
VA,1983,Mitzi,F,5
DE,2009,Morgan,F,16
USA,2014,Maciah,F,5
WA,2017,Arya,F,67
KY,2003,Trenton,M,85
PA,1994,Alina,F,16
USA,2008,Jondavid,M,6
USA,2013,Diani,F,6
CA,1990,Domingo,M,30
DC,1960,Henry,M,46
USA,1986,Kal,M,5
VA,2015,Spencer,M,33
CA,1988,Bertha,F,58
VA,2003,Rayna,F,6
USA,1961,Carylon,F,12
USA,1922,Mace,M,9
OH,1981,Mindy,F,131
TX,1998,Lauren,F,1155
TX,1984,Patti,F,6
KS,1950,Jackie,F,20
HI,1929,Antonio,M,10
USA,2005,Dayle,F,9
USA,2009,Carlito,M,55
FL,2010,Elijha,M,5
MO,2007,Dillon,M,38
DC,1998,Josiah,M,8
AL,1987,Carlton,M,14
NE,1975,Laura,F,109
USA,1979,Kourtney,M,18
SC,2015,Nylah,F,16
TX,2015,Maelee,F,10
USA,1929,Renee,F,389
USA,1924,Carlyne,F,6
USA,2000,Kadeja,F,16
SD,1977,Amber,F,48
TN,1988,Jeffrey,M,197
FL,2003,Varun,M,6
USA,1998,Yael,M,25
MS,1945,Gerald,M,78
USA,1959,Eduardo,M,316
UT,1992,Charity,F,9
AZ,1996,Jess,M,6
AL,1945,Elsie,F,30
HI,2016,Kaikea,M,5
MN,1962,Nina,F,10
USA,1997,Karin,F,90
AZ,2008,Lesly,F,21
USA,1967,Marcel,M,164
IL,1997,Madison,M,6
MA,2007,Angel,F,12
USA,2002,Keshonna,F,7
MI,2010,Kristina,F,19
AZ,1939,Guadalupe,F,7
AZ,1930,Mark,M,5
NE,1979,Shauna,F,10
UT,1997,Alejandra,F,10
UT,1975,Karen,F,60
WI,1983,Patricia,F,74
NH,1926,Carroll,M,5
FL,2002,Derian,M,5
NH,1998,Elijah,M,15
OK,2009,Alanna,F,5
USA,1976,Armando,M,961
USA,1893,Norine,F,13
IA,1910,Maxine,F,38
NJ,1963,Everett,M,17
AR,1993,Tiara,F,9
IN,2016,Dorian,M,7
DC,1919,Virginia,F,66
USA,2000,Porter,F,7
USA,2018,Maella,F,7
OK,1969,Kirk,M,17
USA,1910,Wilhelm,M,8
USA,2002,Domingo,M,106
CA,1965,Audrey,F,155
MI,1971,Darius,M,26
USA,2010,Izeah,M,22
USA,1921,Orphia,F,8
ID,2016,Raegan,F,8
KS,1942,Jim,M,120
VA,1913,Raleigh,M,6
AR,1925,Irvin,M,8
NM,1960,Lucinda,F,13
ID,1952,Jennifer,F,12
IL,1947,Shirlene,F,6
PR,2003,Sergio,M,55
USA,1997,Kerry,F,272
USA,1997,Jessel,F,7
CA,1964,Brett,F,6
OK,1992,Cory,M,62
USA,1992,Jerith,M,5
CO,1922,Anne,F,23
WA,1978,Wade,M,21
ID,1997,Tiffani,F,5
AR,1933,Linda,F,28
ID,1971,Kim,F,10
MO,2009,Cheyanne,F,15
NY,1977,Christian,M,338
MI,1994,Amanda,F,683
USA,1977,Yancey,M,30
USA,1966,Lorann,F,5
MA,1935,Claudia,F,11
USA,1935,Finis,M,38
WY,1985,Rachael,F,8
MA,2011,Ronan,M,38
OH,2006,Pamela,F,11
ID,1921,James,M,145
KY,1968,Taylor,M,6
MA,1924,Orlando,M,15
PA,1961,Abram,M,6
USA,1991,Isiah,M,449
TN,2012,Steven,M,62
NJ,1968,Celia,F,6
PR,2003,Yanishka,F,14
NY,2010,Henri,M,8
USA,1989,Yong,M,10
GA,1998,Madelyn,F,52
CA,1986,Tatiana,F,174
SC,1999,Carley,F,9
SC,1948,Jerry,F,6
USA,1946,Ulysse,M,5
MI,1999,Daisy,F,27
WI,1950,Darla,F,15
MT,1917,Dorothy,F,223
MT,2012,Andrew,M,30
ID,1919,Ben,M,8
AL,2005,Shakira,F,10
USA,1999,Rebecca,F,7429
TX,2009,Pricila,F,7
TX,2006,Bruno,M,37
SC,1952,Philip,M,49
TN,2004,Trent,M,32
IL,1990,Pawel,M,5
USA,1882,Florrie,F,8
AZ,2005,Ali,M,27
PA,2008,Torin,M,10
USA,1988,Jacquez,M,16
USA,1990,Wing,M,5
MD,2015,Aanya,F,8
NC,2008,Luz,F,16
AR,2009,Braedon,M,5
USA,2016,Leilynn,F,5
NJ,1995,Kirstin,F,10
NE,1966,Jolene,F,14
USA,1999,Sadiyah,F,13
GA,1994,Daulton,M,11
WY,1965,Lee,M,7
GA,1994,Clint,M,16
IL,1994,Janea,F,5
NY,2016,Zacharias,M,6
MD,2005,Marina,F,14
AR,1993,Keely,F,7
USA,1993,Karleen,F,23
USA,1970,Lesandra,F,7
DC,1985,Stephan,M,7
NJ,2009,Saif,M,6
UT,1982,Marilee,F,5
USA,1930,Renie,F,9
LA,1919,Mable,F,104
USA,1955,Sanora,F,6
AL,1922,Pearlie,F,45
USA,1932,Lyn,M,8
CA,1944,Julia,F,121
TN,2001,Joi,F,5
PR,2009,Yalimar,F,5
FL,1979,Coy,M,7
ND,1969,Anna,F,6
CA,1968,Fausto,M,7
USA,2012,Jermyah,M,6
USA,1900,Verner,M,11
USA,1930,Tosca,F,5
OH,2007,Nigel,M,10
USA,1949,Viney,F,5
NC,2011,Leighton,M,9
USA,1897,Charles,M,3341
TN,1989,Octavia,F,6
MI,2004,Duncan,M,18
USA,1943,Calvin,F,7
CT,1966,Audrey,F,26
GA,1979,Robbie,F,8
NE,2017,Calvin,M,28
NY,1988,Rosalba,F,5
TX,1985,Diamantina,F,5
WI,2007,Jamison,M,20
OH,1981,Julia,F,186
CA,2013,Eathan,M,5
NJ,2016,Tehila,F,8
NY,2006,Esther,F,303
NJ,1999,Darian,M,7
IL,1962,Dale,F,12
USA,1988,Chamar,M,5
TX,1958,Federico,M,38
USA,1957,Dyann,F,25
NY,2009,Justice,F,16
FL,1962,Kermit,M,6
NJ,1969,Robert,M,2253
MO,1924,Walter,M,333
TX,1935,Herminia,F,50
CT,2001,Leila,F,8
GA,1971,Joseph,F,6
NJ,1953,Tracey,F,6
FL,1926,Bill,M,47
FL,1992,Noelle,F,25
KY,2018,Ledger,M,10
WA,1979,Cathleen,F,5
OH,2006,Siena,F,8
NY,2017,Keyla,F,29
MI,2006,Calvin,M,56
GA,1939,Glynda,F,5
PA,1991,Destinee,F,8
TN,2000,Megan,F,238
GA,1955,Millard,M,10
USA,1943,Edson,M,24
USA,1987,Gyasi,M,11
PA,1993,Harold,M,23
OH,2011,Dakota,F,58
USA,2007,Kanyiah,F,5
CA,1976,Nakia,F,32
NC,1917,Vernie,F,13
TX,2004,Eliazar,M,10
MS,1930,Nolan,M,12
KS,1976,Traci,F,25
USA,1997,Ibeth,F,11
OH,1997,Grayson,M,25
USA,1952,Lori,F,972
USA,1904,Retha,F,46
PA,2012,Mose,M,5
TN,1968,Andy,M,23
USA,1943,Clearance,M,15
USA,2017,Jonael,M,76
MN,1989,Stacie,F,11
USA,2001,Borna,M,5
OK,1956,Fred,M,49
USA,1988,Jacquelynne,F,20
TX,1929,Royce,M,56
GA,2012,Harmoni,F,26
NH,1958,Pamela,F,97
WI,1999,Theresa,F,17
CA,2016,Manav,M,6
UT,2017,Edward,M,19
LA,1951,Ruth,F,99
NV,1958,Earl,M,8
AR,1968,Kerry,F,11
DC,1993,Ethan,M,9
LA,1969,Marcie,F,5
WI,2009,Rodney,M,5
WA,2009,Remy,F,6
MI,1993,Brock,M,35
NH,1990,Marshall,M,5
NY,1985,Kadie,F,5
USA,1973,Jeannette,F,537
CA,2009,Kyana,F,7
NJ,1931,Murray,M,19
RI,2002,Sophie,F,18
LA,1951,Courtney,M,6
USA,1952,Townsend,M,10
NJ,1988,Connor,M,35
OH,1911,Elsa,F,5
OH,2000,Jude,M,15
USA,1937,Jerre,M,26
DC,1915,Ruth,F,68
MS,1958,Spencer,M,5
IN,1935,Helen,F,243
NH,1928,Harriet,F,5
MD,2010,Walker,M,9
CA,1980,Allan,M,59
USA,1959,Tersea,F,6
USA,1925,Lilton,M,6
USA,2010,Bailie,F,29
MO,1940,Jon,M,39
TN,2016,Maia,F,6
VA,2012,Jesus,M,18
ND,1936,Inez,F,10
IN,2017,Mitchell,M,11
MD,1981,Adrian,M,14
AR,1961,Michelle,F,46
ID,1967,Andrew,M,26
WI,1955,Randell,M,5
AL,1990,Warren,M,18
UT,1999,Mikayla,F,56
CA,1998,Edrick,M,6
USA,2017,Mushka,F,19
KS,2013,Edward,M,17
PA,1948,Zane,M,9
WA,1999,Elliott,M,22
USA,1908,Myrtle,M,7
SC,2006,Alison,F,6
MO,1920,Mable,F,47
USA,1980,Tyren,M,9
USA,1959,Arna,F,10
KY,1917,Hobart,M,7
LA,1961,Alisa,F,18
WA,2018,Lenora,F,10
NC,1943,Jack,M,192
USA,2008,Brek,M,5
NY,2012,Uma,F,16
MN,2013,Janelle,F,8
FL,1982,Jennifer,F,2373
MI,1972,Louie,M,7
NC,1975,Adrianne,F,7
USA,2009,Antwone,M,58
USA,1970,Leopoldo,M,58
LA,1966,Stacey,F,172
PA,1966,Neil,M,83
VA,2004,Nathanael,M,11
USA,1998,Johnell,M,12
MI,2003,Aliya,F,12
USA,2005,Corey,F,31
CO,2014,Alec,M,9
IN,2011,Lyle,M,5
MN,2015,Oskar,M,5
MT,1914,Hugh,M,5
MO,1983,Joanne,F,5
USA,2002,Shannah,F,19
TX,1983,Grayson,M,7
NM,1977,Gregg,M,6
TX,2014,Jordon,M,11
AZ,1993,Jessica,F,641
CA,2008,Florencio,M,7
IL,2016,Noel,M,42
USA,2013,Essex,M,5
NJ,2002,Kavon,M,7
NJ,1966,Bertha,F,7
TX,1934,Frankie,F,103
CA,2006,Emmaly,F,6
USA,1939,Royden,M,13
FL,1948,Mario,M,7
AR,2018,Brayden,M,45
NH,1970,Tonia,F,6
MA,2008,Rayne,F,6
USA,1918,Regenia,F,7
NY,1941,Emil,M,32
USA,1934,Enrique,M,107
NY,2018,Treasure,F,7
KY,1973,Nancy,F,58
USA,1961,Cipriano,M,20
USA,1983,Taina,F,52
CA,2013,Emmalee,F,22
USA,2004,Maximilliano,M,20
USA,1894,Rhoda,F,136
USA,1994,Quintarius,M,16
MD,1959,Floyd,M,23
LA,1952,Patsy,F,141
IL,1989,Kristan,F,5
MN,1990,Carl,M,40
AL,1974,Tamala,F,9
FL,1971,Brooke,F,26
IL,1957,Fernando,M,24
WI,1944,Nicholas,M,18
IL,2012,Kash,M,16
CO,1930,Alvin,M,18
MO,1990,Holly,F,89
USA,1982,Duana,F,5
IL,1979,Jean,F,40
NV,1981,Robyn,F,8
CA,2002,Willem,M,13
WV,1946,Jacqueline,F,55
OH,1992,Derrick,M,115
MO,1983,Quinton,M,10
FL,2013,Zaida,F,9
UT,2016,Brooks,M,51
OR,1949,Rosemary,F,25
OR,2005,Harrison,M,16
USA,1964,Odetta,F,14
USA,1992,Hilaria,F,5
FL,1976,Nicholas,M,69
USA,2018,Jakari,F,9
MD,1994,Sasha,F,11
AZ,1944,Dixie,F,5
MO,1943,Morris,M,30
MI,1992,Jason,M,347
MS,1938,Forrest,M,5
USA,1915,Arminda,F,8
OH,1915,Leonard,M,204
AZ,1958,Fernando,M,33
CO,2005,Yovani,M,5
IN,2005,Saul,M,12
USA,1990,Linna,F,11
VT,1921,Mae,F,6
USA,2003,Jady,F,9
CA,2003,Consuelo,F,15
KS,1987,Linda,F,12
USA,2001,Sinjin,M,13
VA,1995,Alton,M,6
AL,1958,Lottie,F,5
USA,1882,Fredericka,F,5
IL,1955,Daria,F,5
LA,1957,Rosie,F,40
USA,1987,Jennine,F,11
WA,1972,Janine,F,10
IA,2014,Xzavier,M,5
TX,1939,Hilda,F,45
USA,1996,Darryl,F,10
NC,1938,Austin,M,12
SC,1950,Lela,F,11
MT,2002,Brock,M,5
USA,1994,Curtis,M,1868
AZ,2016,Liberty,F,13
PA,1939,Edwin,M,166
LA,1956,Billie,F,42
CA,2007,Lucy,F,250
IL,1938,Wilhelmina,F,5
SD,1995,Hayden,M,8
AL,1986,Hope,F,16
KY,1955,Robert,M,1229
NC,1984,Taylor,M,42
MI,1959,Gerard,M,85
MI,1981,Kellie,F,68
IL,1968,Tonya,F,268
CT,1970,Stefan,M,6
WI,2008,Analia,F,6
USA,1981,Antonette,F,83
TN,1986,Cari,F,10
USA,1977,Enrica,F,5
NY,1991,Marty,M,5
USA,2005,Meeko,M,6
TX,1969,Lonna,F,8
TX,1921,Benny,M,15
IL,1997,Alysia,F,11
USA,2008,Sharron,F,9
NY,1956,Lee,M,222
TX,1976,Sabino,M,6
USA,1973,Chasity,F,392
MT,1953,Kim,F,5
USA,1996,Mohini,F,14
GA,1987,Rusty,M,12
NC,1949,Devon,M,5
GA,1972,Audrey,F,37
USA,2003,Lukasz,M,16
OH,2012,Miranda,F,37
KS,1984,Carly,F,16
AR,1953,Arthur,M,58
PA,1958,Ginger,F,44
OK,1913,Alexander,M,7
TX,1970,Dereck,M,5
CA,1957,Leora,F,12
NM,1968,Sarah,F,20
USA,2000,Rollie,M,5
OH,1945,Fannie,F,9
USA,2008,Cowan,M,11
ME,1959,Alfred,M,16
TX,1929,Minerva,F,59
UT,1985,Kristi,F,29
NM,2001,Ismael,M,11
OR,1958,Clyde,M,5
USA,1994,Veronique,F,27
USA,2012,Kameran,M,16
VT,2001,Tyler,M,44
CA,1927,Leta,F,13
MO,1946,Rena,F,8
NC,1966,Melinda,F,125
AR,1927,Dovie,F,11
USA,1912,Otie,F,5
KY,2008,Jaelyn,F,20
NY,1995,Tuvia,M,6
USA,1931,Ysidro,M,14
USA,2010,Ylan,F,7
PA,1914,Eleanore,F,44
IL,1980,Alejandra,F,29
USA,1893,Natalie,F,34
USA,2008,Alleena,F,5
MD,2002,Tatiana,F,19
PA,2008,Addison,F,422
OK,2009,Rylee,F,84
USA,1983,Germaine,F,29
IA,1936,Fern,F,7
MI,2005,Annie,F,19
VA,1997,Savanah,F,13
AL,1925,Ottis,M,13
USA,1915,Thresa,F,27
CA,1979,Alyse,F,5
MD,1914,Ira,M,9
GA,1972,Ramona,F,19
CA,1959,Claude,M,61
NC,1932,Douglas,M,103
AL,1960,Catherine,F,120
PA,1970,Leticia,F,15
IN,2001,Dominick,M,29
MO,1978,Joyce,F,12
SC,1967,Candace,F,17
MA,1995,Davis,M,11
USA,2001,Marycarmen,F,24
USA,1991,Sheridan,M,46
USA,1992,Mchale,M,6
MI,1993,Kyler,M,22
TX,1984,Rick,M,25
VT,1925,Pearl,F,8
MI,1992,Aimee,F,34
GA,2015,Susan,F,9
LA,1986,Vanessa,F,36
USA,2014,Hadessah,F,12
WY,1978,Kristi,F,12
OH,1921,Leland,M,38
NC,1976,Keon,M,7
WV,1940,Carroll,M,24
KY,1924,Orpha,F,11
VA,1941,Rudolph,M,23
MN,1930,Marcella,F,81
AZ,1968,Shawn,F,21
USA,1962,Terra,F,52
AR,2000,Aaliyah,F,10
USA,2018,Anahita,F,18
USA,1958,Pierrette,F,5
OH,2000,Geoffrey,M,9
TX,1962,Royal,M,7
MI,2008,Antwone,M,6
USA,1991,Blessing,F,26
USA,2017,Rhemi,F,18
NV,2016,Camilla,F,13
CA,1993,Emmalee,F,7
NM,1981,Kurt,M,6
TX,1960,Darryl,M,243
NY,1992,Jamal,M,118
OR,1951,Gene,M,30
IL,2006,Olivier,M,15
USA,1993,Morayo,F,5
USA,1977,Aminah,F,36
CA,1999,Michela,F,13
USA,2014,Rodina,F,14
KY,2000,Jordan,M,229
USA,1975,Tamla,F,18
USA,1915,Polly,F,209
NY,1948,Bonnie,F,842
VA,2001,Yasmin,F,19
ND,1921,Marjorie,F,97
NC,1927,Cora,F,119
TX,1993,Aracely,F,53
TX,2007,Chassidy,F,11
CA,1992,Deyanira,F,17
UT,1929,Darrell,M,12
USA,1946,Macklin,M,6
FL,1941,Albertha,F,5
OK,1938,Gerry,F,6
MN,2002,Evan,M,182
USA,1995,Raquelle,F,23
USA,1882,Alexander,M,225
FL,1976,Marlin,M,5
USA,1983,Ren,F,5
USA,1988,Nadene,F,6
CA,1946,Janeen,F,15
NY,2006,Alexandru,M,5
NY,1996,Dayna,F,23
MS,1928,Frances,F,205
USA,1999,Anaisa,F,9
KS,1983,Chantel,F,5
RI,2006,Logan,M,64
ID,1974,Clay,M,5
HI,1956,Sharleen,F,5
OH,1941,Dallas,M,37
AK,2015,Samuel,M,36
KY,1988,Kala,F,19
CO,2016,Jake,M,22
AZ,2002,Izaiah,M,12
LA,2008,Myah,F,11
KS,2016,Ariel,F,23
GA,1935,Cherry,F,6
TX,1916,Alva,F,24
SC,2006,Kaitlyn,F,101
UT,1933,Jeanette,F,6
OR,1930,Earl,M,33
SC,1965,Sally,F,17
PA,1984,Sharonda,F,7
CT,1945,Christopher,M,32
VA,1974,Wiley,M,5
NC,1965,Adam,M,34
NY,2009,Marjorie,F,11
USA,1993,Kiante,F,13
NM,2000,Abrianna,F,7
MN,1953,Daniel,M,741
USA,1931,Lealand,M,10
IL,1989,Kristie,F,23
PA,1924,Aldine,F,6
AZ,2010,Easton,M,52
USA,1989,Zehra,F,9
FL,1997,Keren,F,5
ME,2000,Wyatt,M,32
NY,1999,Cecilia,F,46
USA,2010,Itzy,F,5
LA,1915,Dewey,M,12
USA,2015,Loran,M,5
ID,1992,Philip,M,5
CT,1930,Leo,M,36
NH,1955,Lynn,F,38
NY,1997,Meredith,F,43
TX,1981,Nathalie,F,7
USA,1976,Daneille,F,11
TX,1931,Jimmie,F,148
USA,2007,Asli,F,15
TX,1953,Lenard,M,11
CA,2000,Schuyler,M,8
USA,2001,Haleem,M,6
MO,2003,Logan,M,401
USA,1991,Eleesha,F,7
USA,1906,Freeda,F,20
MS,1997,Melissa,F,25
WA,2009,Karlee,F,12
KY,1934,Levi,M,7
NY,2011,Alyssa,F,337
ID,1922,Martha,F,18
IL,1972,Michelle,F,1736
USA,1905,Clema,F,5
WI,1937,Charmaine,F,7
TX,1974,Quincy,M,56
USA,2003,Ashaad,M,5
MO,1938,Frederick,M,42
IA,2011,Tatum,F,16
TX,1931,Zula,F,8
CT,2002,Ayden,M,6
LA,1981,Randal,M,15
SC,1912,Raleigh,M,5
MS,2014,Jada,F,42
NE,1949,Jeanette,F,35
IN,1965,Candie,F,5
KS,2012,Michael,M,128
SC,1968,Kristine,F,10
FL,2015,Maggie,F,31
USA,1882,Melvin,M,86
NV,2018,Erick,M,15
USA,1971,Jonathon,M,574
USA,1921,Erleen,F,7
NJ,1957,Bruno,M,8
CA,1970,Christel,F,9
OK,2005,Kailyn,F,10
CA,1912,Angela,F,18
USA,1979,Elvis,M,274
USA,2016,Aanaya,F,14
UT,2013,Raiden,M,15
USA,2015,Gibson,F,16
PA,2004,Anja,F,6
AL,1926,Andrew,M,129
PA,2010,Kenzie,F,30
TN,1924,Ida,F,114
AL,1977,Paula,F,39
OH,1912,Newell,M,5
CA,2017,Finnley,M,27
CA,1993,Kalani,F,11
CA,1950,Leroy,M,85
TX,1922,Sidney,M,77
MS,1914,Morris,M,13
NE,1991,Bryce,M,22
USA,2001,Pravin,M,5
OR,1980,Joy,F,17
IA,1981,Jami,F,14
USA,2011,Adriana,F,2320
NY,2010,Uri,M,5
OK,1989,Shayla,F,15
NY,1964,Hannah,F,12
MA,1971,Antonio,M,52
USA,2005,Rami,F,6
MN,1973,Caroline,F,18
MI,1972,Tamie,F,6
USA,1991,Quanika,F,9
FL,1985,Vanna,F,7
IN,1995,Henry,M,46
SC,1959,Eunice,F,18
MN,1946,Mary,M,5
IN,1973,Melinda,F,131
PA,2000,Devante,M,5
TX,1981,Kent,M,24
NY,1984,Henry,M,177
IN,1958,Sheila,F,206
USA,1985,Mariavictoria,F,8
USA,1970,Tito,M,39
WI,1967,Charlotte,F,24
MI,1998,Alonna,F,5
IA,1977,Allison,F,71
HI,1993,William,M,68
USA,1991,Tenea,F,10
USA,2004,Rondale,M,8
USA,1925,Willis,F,23
MS,2010,Christina,F,8
MO,1923,Winford,M,9
LA,2013,Draven,M,9
USA,1997,Rosita,F,28
USA,1959,Roby,M,30
IN,1964,Jessie,M,13
MN,1996,Karlie,F,12
USA,1994,Spencer,F,139
USA,1996,Jocelyne,F,461
AL,1928,Haywood,M,10
WI,1917,Beatrice,F,150
MS,1969,Stacey,F,67
USA,1976,Bronwyn,F,43
USA,1975,Giancarlo,M,27
HI,1996,Shayne,M,6
TX,2000,Karly,F,12
UT,1976,Jamie,F,292
TX,1976,Cecily,F,7
NH,1956,Linda,F,177
USA,1947,Tonny,M,6
WV,2003,Kelsi,F,5
USA,2014,Anelia,F,10
USA,1950,Letitia,F,118
GA,1913,Estell,F,7
MN,2009,Miah,F,9
VT,2007,Hayden,M,15
TX,1978,Keith,M,308
LA,1994,Kaylan,F,14
NJ,2008,King,M,6
USA,2010,Niana,F,7
AL,1958,Morgan,M,12
FL,1989,Liz,F,5
LA,1985,Sandy,F,19
USA,2006,Dontavius,M,20
USA,1977,Keeley,F,37
ND,2002,Angel,F,7
USA,1970,Kathye,F,5
IN,1931,Ethel,F,57
USA,2016,Branston,M,12
USA,1919,Blondina,F,6
OK,1980,Brandie,F,16
USA,1919,Olis,F,5
USA,1993,Aleeta,F,5
CA,2007,Abner,M,40
NY,2016,Byron,M,24
GA,1930,Loraine,F,6
USA,1985,Aina,F,5
RI,1986,Elizabeth,F,74
VT,1964,Kurt,M,7
TX,1952,Anastacio,M,13
AZ,1990,Bethany,F,46
NY,1957,Peter,M,2614
IL,2007,Sahana,F,11
USA,1999,Perel,F,21
USA,1970,Darian,M,207
IL,1980,Tanisha,F,60
CA,2002,Robel,M,5
OH,1967,Henry,M,92
MA,1979,Monica,F,65
USA,1955,Mimi,F,145
NH,1965,Monique,F,7
AZ,1969,Dianna,F,7
GA,2005,Jamie,M,28
IL,1948,Margie,F,71
NH,2008,Peter,M,12
USA,1984,Britany,F,109
NM,1988,Tori,F,7
NV,1999,Steven,M,57
KY,1982,Nathaniel,M,83
MA,1919,Noel,M,5
WA,2005,Grady,M,12
AL,2007,Karma,F,11
MI,1927,Teresa,F,23
AR,1923,Oliver,M,34
MI,1912,Emily,F,29
GA,2017,Mary,F,133
USA,1989,Donnesha,F,12
MI,2017,Forest,M,10
NJ,2017,Jeffrey,M,35
NJ,1987,Brittany,F,467
CO,2013,Aubriella,F,7
VA,1955,Garnett,M,15
AK,1920,Dorothy,F,8
NC,2000,Ashtyn,F,5
OK,1970,Orlando,M,6
USA,2005,Jasslyn,F,7
DC,1958,Ellis,M,7
AL,1994,Billie,F,5
CA,1973,Mitzi,F,18
USA,1882,Ned,M,33
IA,1977,Kory,M,14
USA,1993,Ladonna,F,85
FL,2000,Kirsten,F,65
IN,2002,Ashlynn,F,31
MO,1991,Duane,M,5
USA,2007,Lanell,M,7
CA,2003,Riya,F,51
GA,1930,Pat,F,6
CO,1990,Alissa,F,17
MO,1941,Elbert,M,23
AZ,1949,Hilda,F,8
MD,1916,Bruce,M,7
USA,1932,Alfreda,M,5
PA,1922,Fannie,F,56
WI,1928,Cyril,M,15
AR,2003,Jamiya,F,5
ID,1993,Cheyenne,F,15
NJ,2011,Mikail,M,5
OH,1952,Roosevelt,M,17
WY,1998,Makenzie,F,5
MA,1922,Camille,F,9
USA,1960,Felicity,F,14
CO,2011,John,M,158
NJ,1923,Marianna,F,6
VA,2006,Jaden,F,33
USA,1975,Dirrick,M,5
GA,1935,Lorraine,F,13
WV,1994,Kasey,F,13
TX,2014,Aaryn,F,6
USA,1999,Jarell,M,66
MD,1976,Ray,M,13
NJ,1979,Christina,F,443
PA,2006,Miracle,F,9
AR,1962,Gwendolyn,F,52
IL,1927,Pansy,F,7
IL,1986,Katy,F,31
USA,2011,Murphy,F,26
USA,1992,Nichell,F,5
GA,1971,Irvin,M,6
USA,2009,Dannia,F,19
USA,2002,Mercedez,F,106
WV,1916,Mark,M,7
UT,1917,Edna,F,36
USA,1989,Misa,F,5
NC,1924,Louvenia,F,14
MO,1991,Cayla,F,10
USA,1914,Armentha,F,5
USA,1917,Willmar,M,6
TX,1993,Francine,F,7
USA,1996,Kay,F,67
OH,1993,Kirstin,F,10
IA,1941,Clayton,M,12
CA,1967,Carmen,M,11
NC,1991,Lashawn,M,6
USA,2000,Hamed,M,15
USA,1982,Anneka,F,10
NY,1997,Benson,M,6
IN,2001,Grayson,M,19
NY,1971,Daron,M,5
USA,1920,Deller,F,5
TX,1973,Emery,M,6
NE,1977,Shana,F,15
